State/Region,State Code,Tax Name,Tax Code,Taxes Collected,Population,Region,,
Oklahoma,37,Death and Gift Taxes,T50,177,,Western South Region,,
Oklahoma,37,Documentarty and Stock Transfer Taxes,T51,19505,,Western South Region,,
Oklahoma,37,Severance Taxes,T53,441971,,Western South Region,,
Oklahoma,37,"Taxes, NEC",T99,0,,Western South Region,,
Oklahoma,37,,,,Pop 3932640,Western South Region,,
,,,,,,,,
Texas,44,Total Taxes,T00,53612926,,Western South Region,,
Texas,44,Property Taxes,T01,X,,Western South Region,,
Texas,44,Sales and Gross Receipts Taxes,TA1,46897352,,Western South Region,,
Texas,44,General Sales and Gross Receipts Taxes,T09,32490144,,Western South Region,,
Texas,44,Selective Sales and Gross Receipts Taxes,TA2,14407208,,Western South Region,,
Texas,44,Alcoholic Beverages Sales Tax,T10,1228641,,Western South Region,,
Texas,44,Amusements Sales Tax,T11,29745,,Western South Region,,
Texas,44,Insurance Premiums Sales Tax,T12,2325941,,Western South Region,,
Texas,44,Motor Fuels Sales Tax,T13,3585179,,Western South Region,,
Texas,44,Pari-mutuels Sales Tax,T14,6321,,Western South Region,,
Texas,44,Public Utilities Sales Tax,T15,614565,,Western South Region,,
Texas,44,Tobacco Products Sales Tax,T16,1467486,,Western South Region,,
Texas,44,Other Selective Sales and Gross Receipts Taxes,T19,5149330,,Western South Region,,
Texas,44,License Taxes,TA3,3432901,,Western South Region,,
Texas,44,Alcoholic Beverages License,T20,68608,,Western South Region,,
Texas,44,Amusements License,T21,18492,,Western South Region,,
Texas,44,Corporations in General License,T22,140776,,Western South Region,,
Texas,44,Hunting and Fishing License,T23,103550,,Western South Region,,
Texas,44,Motor Vehicle License,T24,2237042,,Western South Region,,
Texas,44,Motor Vehicle Operators License,T25,140863,,Western South Region,,
Texas,44,Public Utilities License,T27,21556,,Western South Region,,
Texas,44,"Occupation and Business License, NEC",T28,537912,,Western South Region,,
Texas,44,Other License Taxes,T29,164102,,Western South Region,,
Texas,44,Income Taxes,TA4,X,,Western South Region,,
Texas,44,Individual Income Taxes,T40,X,,Western South Region,,
Texas,44,Corporations Net Income Taxes,T41,X,,Western South Region,,
Texas,44,Other Taxes,TA5,3282673,,Western South Region,,
Texas,44,Death and Gift Taxes,T50,X,,Western South Region,,
Texas,44,Documentarty and Stock Transfer Taxes,T51,X,,Western South Region,,
Texas,44,Severance Taxes,T53,3282673,,Western South Region,,
Texas,44,"Taxes, NEC",T99,0,,Western South Region,,
Texas,44,,,,Pop 28322717,Western South Region,,
,,,,,,,,
Eastern South Region,,,,,,,,
,,,,,,,,
Alabama,1,Total Taxes,T00,10417084,,Eastern South Region,,33447733
Alabama,1,Property Taxes,T01,395930,,Eastern South Region,,
Alabama,1,Sales and Gross Receipts Taxes,TA1,5247294,,Eastern South Region,,
Alabama,1,General Sales and Gross Receipts Taxes,T09,2654883,,Eastern South Region,,
Alabama,1,Selective Sales and Gross Receipts Taxes,TA2,2592411,,Eastern South Region,,
Alabama,1,Alcoholic Beverages Sales Tax,T10,217790,,Eastern South Region,,
Alabama,1,Amusements Sales Tax,T11,0,,Eastern South Region,,
Alabama,1,Insurance Premiums Sales Tax,T12,339719,,Eastern South Region,,
Alabama,1,Motor Fuels Sales Tax,T13,588992,,Eastern South Region,,
Alabama,1,Pari-mutuels Sales Tax,T14,1226,,Eastern South Region,,
Alabama,1,Public Utilities Sales Tax,T15,688756,,Eastern South Region,,
Alabama,1,Tobacco Products Sales Tax,T16,188783,,Eastern South Region,,
Alabama,1,Other Selective Sales and Gross Receipts Taxes,T19,567145,,Eastern South Region,,
Alabama,1,License Taxes,TA3,528539,,Eastern South Region,,
Alabama,1,Alcoholic Beverages License,T20,4086,,Eastern South Region,,
Alabama,1,Amusements License,T21,X,,Eastern South Region,,
Alabama,1,Corporations in General License,T22,173265,,Eastern South Region,,
Alabama,1,Hunting and Fishing License,T23,22956,,Eastern South Region,,
Alabama,1,Motor Vehicle License,T24,219393,,Eastern South Region,,
Alabama,1,Motor Vehicle Operators License,T25,33730,,Eastern South Region,,
Alabama,1,Public Utilities License,T27,14346,,Eastern South Region,,
Alabama,1,"Occupation and Business License, NEC",T28,60763,,Eastern South Region,,
Alabama,1,Other License Taxes,T29,0,,Eastern South Region,,
Alabama,1,Income Taxes,TA4,4144656,,Eastern South Region,,
Alabama,1,Individual Income Taxes,T40,3624543,,Eastern South Region,,
Alabama,1,Corporations Net Income Taxes,T41,520113,,Eastern South Region,,
Alabama,1,Other Taxes,TA5,100665,,Eastern South Region,,
Alabama,1,Death and Gift Taxes,T50,X,,Eastern South Region,,
Alabama,1,Documentarty and Stock Transfer Taxes,T51,46150,,Eastern South Region,,
Alabama,1,Severance Taxes,T53,54515,,Eastern South Region,,
Alabama,1,"Taxes, NEC",T99,0,,Eastern South Region,,
Alabama,1,,,,Pop 4875120,Eastern South Region,,
,,,,,,,,
Kentucky,18,Total@Taxes,T00,11907759,,Eastern South Region,,
Kentucky,18,Property@Taxes,T01,709772,,Eastern South Region,,
Kentucky,18,Sales@and@Gross@Receipts@Taxes,TA1,5649708,,Eastern South Region,,
Kentucky,18,General@Sales@and@Gross@Receipts@Taxes,T09,3490639,,Eastern South Region,,
Kentucky,18,Selective@Sales@and@Gross@Receipts@Taxes,TA2,2159069,,Eastern South Region,,
Kentucky,18,Alcoholic@Beverages@Sales@Tax,T10,146227,,Eastern South Region,,
Kentucky,18,Amusements@Sales@Tax,T11,174,,Eastern South Region,,
Kentucky,18,Insurance@Premiums@Sales@Tax,T12,153728,,Eastern South Region,,
Kentucky,18,Motor@Fuels@Sales@Tax,T13,701440,,Eastern South Region,,
Kentucky,18,Pari-mutuels@Sales@Tax,T14,6643,,Eastern South Region,,
Kentucky,18,Public@Utilities@Sales@Tax,T15,58298,,Eastern South Region,,
Kentucky,18,Tobacco@Products@Sales@Tax,T16,243096,,Eastern South Region,,
Kentucky,18,Other@Selective@Sales@and@Gross@Receipts@Taxes,T19,849463,,Eastern South Region,,
Kentucky,18,License@Taxes,TA3,500447,,Eastern South Region,,
Kentucky,18,Alcoholic@Beverages@License,T20,6638,,Eastern South Region,,
Kentucky,18,Amusements@License,T21,277,,Eastern South Region,,
Kentucky,18,Corporations@in@General@License,T22,110072,,Eastern South Region,,
Kentucky,18,Hunting@and@Fishing@License,T23,28532,,Eastern South Region,,
Kentucky,18,Motor@Vehicle@License,T24,208389,,Eastern South Region,,
Kentucky,18,Motor@Vehicle@Operators@License,T25,16827,,Eastern South Region,,
Kentucky,18,Public@Utilities@License,T27,X,,Eastern South Region,,
Kentucky,18,"Occupation@and@Business@License,@NEC",T28,125994,,Eastern South Region,,
Kentucky,18,Other@License@Taxes,T29,3718,,Eastern South Region,,
Kentucky,18,Income@Taxes,TA4,4852835,,Eastern South Region,,
Kentucky,18,Individual@Income@Taxes,T40,4394185,,Eastern South Region,,
Kentucky,18,Corporations@Net@Income@Taxes,T41,458650,,Eastern South Region,,
Kentucky,18,Other@Taxes,TA5,194997,,Eastern South Region,,
Kentucky,18,Death@and@Gift@Taxes,T50,46345,,Eastern South Region,,
Kentucky,18,Documentarty@and@Stock@Transfer@Taxes,T51,3530,,Eastern South Region,,
Kentucky,18,Severance@Taxes,T53,145122,,Eastern South Region,,
Kentucky,18,"Taxes,@NEC",T99,0,,Eastern South Region,,
Kentucky,18,,,,Pop 4453874,Eastern South Region,,
,,,,,,,,
Mississippi,25,Total Taxes,T00,7724629,,Eastern South Region,,
Mississippi,25,Property Taxes,T01,27099,,Eastern South Region,,
Mississippi,25,Sales and Gross Receipts Taxes,TA1,4950204,,Eastern South Region,,
Mississippi,25,General Sales and Gross Receipts Taxes,T09,3483438,,Eastern South Region,,
Mississippi,25,Selective Sales and Gross Receipts Taxes,TA2,1466766,,Eastern South Region,,
Mississippi,25,Alcoholic Beverages Sales Tax,T10,41818,,Eastern South Region,,
Mississippi,25,Amusements Sales Tax,T11,132948,,Eastern South Region,,
Mississippi,25,Insurance Premiums Sales Tax,T12,324900,,Eastern South Region,,
Mississippi,25,Motor Fuels Sales Tax,T13,445361,,Eastern South Region,,
Mississippi,25,Pari-mutuels Sales Tax,T14,X,,Eastern South Region,,
Mississippi,25,Public Utilities Sales Tax,T15,1578,,Eastern South Region,,
Mississippi,25,Tobacco Products Sales Tax,T16,144792,,Eastern South Region,,
Mississippi,25,Other Selective Sales and Gross Receipts Taxes,T19,375369,,Eastern South Region,,
Mississippi,25,License Taxes,TA3,494921,,Eastern South Region,,
Mississippi,25,Alcoholic Beverages License,T20,1228,,Eastern South Region,,
Mississippi,25,Amusements License,T21,24566,,Eastern South Region,,
Mississippi,25,Corporations in General License,T22,129167,,Eastern South Region,,
Mississippi,25,Hunting and Fishing License,T23,2243,,Eastern South Region,,
Mississippi,25,Motor Vehicle License,T24,158099,,Eastern South Region,,
Mississippi,25,Motor Vehicle Operators License,T25,13464,,Eastern South Region,,
Mississippi,25,Public Utilities License,T27,7437,,Eastern South Region,,
Mississippi,25,"Occupation and Business License, NEC",T28,78606,,Eastern South Region,,
Mississippi,25,Other License Taxes,T29,80111,,Eastern South Region,,
Mississippi,25,Income Taxes,TA4,2206769,,Eastern South Region,,
Mississippi,25,Individual Income Taxes,T40,1798856,,Eastern South Region,,
Mississippi,25,Corporations Net Income Taxes,T41,407913,,Eastern South Region,,
Mississippi,25,Other Taxes,TA5,45636,,Eastern South Region,,
Mississippi,25,Death and Gift Taxes,T50,3502,,Eastern South Region,,
Mississippi,25,Documentarty and Stock Transfer Taxes,T51,X,,Eastern South Region,,
Mississippi,25,Severance Taxes,T53,42134,,Eastern South Region,,
Mississippi,25,"Taxes, NEC",T99,0,,Eastern South Region,,
Mississippi,25,,,,Pop 2989663,Eastern South Region,,
,,,,,,,,
Tennessee,43,Total Taxes,T00,13893728,,Eastern South Region,,
Tennessee,43,Property Taxes,T01,X,,Eastern South Region,,
Tennessee,43,Sales and Gross Receipts Taxes,TA1,10010965,,Eastern South Region,,
Tennessee,43,General Sales and Gross Receipts Taxes,T09,7260193,,Eastern South Region,,
Tennessee,43,Selective Sales and Gross Receipts Taxes,TA2,2750772,,Eastern South Region,,
Tennessee,43,Alcoholic Beverages Sales Tax,T10,187125,,Eastern South Region,,
Tennessee,43,Amusements Sales Tax,T11,X,,Eastern South Region,,
Tennessee,43,Insurance Premiums Sales Tax,T12,912324,,Eastern South Region,,
Tennessee,43,Motor Fuels Sales Tax,T13,915858,,Eastern South Region,,
Tennessee,43,Pari-mutuels Sales Tax,T14,X,,Eastern South Region,,
Tennessee,43,Public Utilities Sales Tax,T15,7398,,Eastern South Region,,
Tennessee,43,Tobacco Products Sales Tax,T16,256762,,Eastern South Region,,
Tennessee,43,Other Selective Sales and Gross Receipts Taxes,T19,471305,,Eastern South Region,,
Tennessee,43,License Taxes,TA3,1635495,,Eastern South Region,,
Tennessee,43,Alcoholic Beverages License,T20,1644,,Eastern South Region,,
Tennessee,43,Amusements License,T21,240,,Eastern South Region,,
Tennessee,43,Corporations in General License,T22,871205,,Eastern South Region,,
Tennessee,43,Hunting and Fishing License,T23,37869,,Eastern South Region,,
Tennessee,43,Motor Vehicle License,T24,306047,,Eastern South Region,,
Tennessee,43,Motor Vehicle Operators License,T25,61268,,Eastern South Region,,
Tennessee,43,Public Utilities License,T27,5087,,Eastern South Region,,
Tennessee,43,"Occupation and Business License, NEC",T28,343298,,Eastern South Region,,
Tennessee,43,Other License Taxes,T29,8837,,Eastern South Region,,
Tennessee,43,Income Taxes,TA4,1976200,,Eastern South Region,,
Tennessee,43,Individual Income Taxes,T40,249977,,Eastern South Region,,
Tennessee,43,Corporations Net Income Taxes,T41,1726223,,Eastern South Region,,
Tennessee,43,Other Taxes,TA5,271068,,Eastern South Region,,
Tennessee,43,Death and Gift Taxes,T50,14904,,Eastern South Region,,
Tennessee,43,Documentarty and Stock Transfer Taxes,T51,236169,,Eastern South Region,,
Tennessee,43,Severance Taxes,T53,1261,,Eastern South Region,,
Tennessee,43,"Taxes, NEC",T99,18734,,Eastern South Region,,
Tennessee,43,,,,Pop 6708794,Eastern South Region,,
,,,,,,,,
Mountain Region,,,,,,,,
,,,,,,,,
Arizona,3,Total Taxes,T00,15299010,,Mountain Region,,
Arizona,3,Property Taxes,T01,993615,,Mountain Region,,
Arizona,3,Sales and Gross Receipts Taxes,TA1,9214293,,Mountain Region,,
Arizona,3,General Sales and Gross Receipts Taxes,T09,7237044,,Mountain Region,,
Arizona,3,Selective Sales and Gross Receipts Taxes,TA2,1977249,,Mountain Region,,
Arizona,3,Alcoholic Beverages Sales Tax,T10,74126,,Mountain Region,,
Arizona,3,Amusements Sales Tax,T11,4026,,Mountain Region,,
Arizona,3,Insurance Premiums Sales Tax,T12,536820,,Mountain Region,,
Arizona,3,Motor Fuels Sales Tax,T13,856495,,Mountain Region,,
Arizona,3,Pari-mutuels Sales Tax,T14,129,,Mountain Region,,
Arizona,3,Public Utilities Sales Tax,T15,22325,,Mountain Region,,
Arizona,3,Tobacco Products Sales Tax,T16,310706,,Mountain Region,,
Arizona,3,Other Selective Sales and Gross Receipts Taxes,T19,172622,,Mountain Region,,
Arizona,3,License Taxes,TA3,506034,,Mountain Region,,
Arizona,3,Alcoholic Beverages License,T20,8921,,Mountain Region,,
Arizona,3,Amusements License,T21,X,,Mountain Region,,
Arizona,3,Corporations in General License,T22,41357,,Mountain Region,,
Arizona,3,Hunting and Fishing License,T23,35849,,Mountain Region,,
Arizona,3,Motor Vehicle License,T24,215991,,Mountain Region,,
Arizona,3,Motor Vehicle Operators License,T25,31074,,Mountain Region,,
Arizona,3,Public Utilities License,T27,540,,Mountain Region,,
Arizona,3,"Occupation and Business License, NEC",T28,170700,,Mountain Region,,
Arizona,3,Other License Taxes,T29,1602,,Mountain Region,,
Arizona,3,Income Taxes,TA4,4499757,,Mountain Region,,
Arizona,3,Individual Income Taxes,T40,4131621,,Mountain Region,,
Arizona,3,Corporations Net Income Taxes,T41,368136,,Mountain Region,,
Arizona,3,Other Taxes,TA5,85311,,Mountain Region,,
Arizona,3,Death and Gift Taxes,T50,X,,Mountain Region,,
Arizona,3,Documentarty and Stock Transfer Taxes,T51,17613,,Mountain Region,,
Arizona,3,Severance Taxes,T53,18377,,Mountain Region,,
Arizona,3,"Taxes, NEC",T99,49321,,Mountain Region,,
Arizona,3,,,,Pop 7048876,Mountain Region,,
,,,,,,,,
Colorado,6,Total Taxes,T00,13345837,,Mountain Region,,
Colorado,6,Property Taxes,T01,X,,Mountain Region,,
Colorado,6,Sales and Gross Receipts Taxes,TA1,5277083,,Mountain Region,,
Colorado,6,General Sales and Gross Receipts Taxes,T09,2978382,,Mountain Region,,
Colorado,6,Selective Sales and Gross Receipts Taxes,TA2,2298701,,Mountain Region,,
Colorado,6,Alcoholic Beverages Sales Tax,T10,44866,,Mountain Region,,
Colorado,6,Amusements Sales Tax,T11,117218,,Mountain Region,,
Colorado,6,Insurance Premiums Sales Tax,T12,256212,,Mountain Region,,
Colorado,6,Motor Fuels Sales Tax,T13,653790,,Mountain Region,,
Colorado,6,Pari-mutuels Sales Tax,T14,625,,Mountain Region,,
Colorado,6,Public Utilities Sales Tax,T15,X,,Mountain Region,,
Colorado,6,Tobacco Products Sales Tax,T16,199989,,Mountain Region,,
Colorado,6,Other Selective Sales and Gross Receipts Taxes,T19,1026001,,Mountain Region,,
Colorado,6,License Taxes,TA3,748284,,Mountain Region,,
Colorado,6,Alcoholic Beverages License,T20,7840,,Mountain Region,,
Colorado,6,Amusements License,T21,723,,Mountain Region,,
Colorado,6,Corporations in General License,T22,17638,,Mountain Region,,
Colorado,6,Hunting and Fishing License,T23,75573,,Mountain Region,,
Colorado,6,Motor Vehicle License,T24,536975,,Mountain Region,,
Colorado,6,Motor Vehicle Operators License,T25,41502,,Mountain Region,,
Colorado,6,Public Utilities License,T27,13245,,Mountain Region,,
Colorado,6,"Occupation and Business License, NEC",T28,54671,,Mountain Region,,
Colorado,6,Other License Taxes,T29,117,,Mountain Region,,
Colorado,6,Income Taxes,TA4,7320470,,Mountain Region,,
Colorado,6,Individual Income Taxes,T40,6791929,,Mountain Region,,
Colorado,6,Corporations Net Income Taxes,T41,528541,,Mountain Region,,
Colorado,6,Other Taxes,TA5,0,,Mountain Region,,
Colorado,6,Death and Gift Taxes,T50,X,,Mountain Region,,
Colorado,6,Documentarty and Stock Transfer Taxes,T51,X,,Mountain Region,,
Colorado,6,Severance Taxes,T53,0,,Mountain Region,,
Colorado,6,"Taxes, NEC",T99,0,,Mountain Region,,
Colorado,6,,,,Pop 5615902,Mountain Region,,
,,,,,,,,
Idaho,13,Total Taxes,T00,4500758,,Mountain Region,,
Idaho,13,Property Taxes,T01,X,,Mountain Region,,
Idaho,13,Sales and Gross Receipts Taxes,TA1,2231756,,Mountain Region,,
Idaho,13,General Sales and Gross Receipts Taxes,T09,1650498,,Mountain Region,,
Idaho,13,Selective Sales and Gross Receipts Taxes,TA2,581258,,Mountain Region,,
Idaho,13,Alcoholic Beverages Sales Tax,T10,9468,,Mountain Region,,
Idaho,13,Amusements Sales Tax,T11,X,,Mountain Region,,
Idaho,13,Insurance Premiums Sales Tax,T12,91985,,Mountain Region,,
Idaho,13,Motor Fuels Sales Tax,T13,353548,,Mountain Region,,
Idaho,13,Pari-mutuels Sales Tax,T14,637,,Mountain Region,,
Idaho,13,Public Utilities Sales Tax,T15,2152,,Mountain Region,,
Idaho,13,Tobacco Products Sales Tax,T16,50883,,Mountain Region,,
Idaho,13,Other Selective Sales and Gross Receipts Taxes,T19,72585,,Mountain Region,,
Idaho,13,License Taxes,TA3,383702,,Mountain Region,,
Idaho,13,Alcoholic Beverages License,T20,1878,,Mountain Region,,
Idaho,13,Amusements License,T21,260,,Mountain Region,,
Idaho,13,Corporations in General License,T22,2693,,Mountain Region,,
Idaho,13,Hunting and Fishing License,T23,42886,,Mountain Region,,
Idaho,13,Motor Vehicle License,T24,187156,,Mountain Region,,
Idaho,13,Motor Vehicle Operators License,T25,11460,,Mountain Region,,
Idaho,13,Public Utilities License,T27,54947,,Mountain Region,,
Idaho,13,"Occupation and Business License, NEC",T28,78716,,Mountain Region,,
Idaho,13,Other License Taxes,T29,3706,,Mountain Region,,
Idaho,13,Income Taxes,TA4,1876889,,Mountain Region,,
Idaho,13,Individual Income Taxes,T40,1660248,,Mountain Region,,
Idaho,13,Corporations Net Income Taxes,T41,216641,,Mountain Region,,
Idaho,13,Other Taxes,TA5,8411,,Mountain Region,,
Idaho,13,Death and Gift Taxes,T50,X,,Mountain Region,,
Idaho,13,Documentarty and Stock Transfer Taxes,T51,X,,Mountain Region,,
Idaho,13,Severance Taxes,T53,5261,,Mountain Region,,
Idaho,13,"Taxes, NEC",T99,3150,,Mountain Region,,
Idaho,13,,,,Pop 1718904,Mountain Region,,
,,,,,,,,
Montana,27,Total Taxes,T00,2654444,,Mountain Region,,
Montana,27,Property Taxes,T01,274431,,Mountain Region,,
Montana,27,Sales and Gross Receipts Taxes,TA1,576214,,Mountain Region,,
Montana,27,General Sales and Gross Receipts Taxes,T09,X,,Mountain Region,,
Montana,27,Selective Sales and Gross Receipts Taxes,TA2,576214,,Mountain Region,,
Montana,27,Alcoholic Beverages Sales Tax,T10,32926,,Mountain Region,,
Montana,27,Amusements Sales Tax,T11,59819,,Mountain Region,,
Montana,27,Insurance Premiums Sales Tax,T12,108383,,Mountain Region,,
Montana,27,Motor Fuels Sales Tax,T13,189561,,Mountain Region,,
Montana,27,Pari-mutuels Sales Tax,T14,46,,Mountain Region,,
Montana,27,Public Utilities Sales Tax,T15,43505,,Mountain Region,,
Montana,27,Tobacco Products Sales Tax,T16,83606,,Mountain Region,,
Montana,27,Other Selective Sales and Gross Receipts Taxes,T19,58368,,Mountain Region,,
Montana,27,License Taxes,TA3,329874,,Mountain Region,,
Montana,27,Alcoholic Beverages License,T20,3484,,Mountain Region,,
Montana,27,Amusements License,T21,7348,,Mountain Region,,
Montana,27,Corporations in General License,T22,4594,,Mountain Region,,
Montana,27,Hunting and Fishing License,T23,39240,,Mountain Region,,
Montana,27,Motor Vehicle License,T24,143624,,Mountain Region,,
Montana,27,Motor Vehicle Operators License,T25,9007,,Mountain Region,,
Montana,27,Public Utilities License,T27,12,,Mountain Region,,
Montana,27,"Occupation and Business License, NEC",T28,111462,,Mountain Region,,
Montana,27,Other License Taxes,T29,11103,,Mountain Region,,
Montana,27,Income Taxes,TA4,1302961,,Mountain Region,,
Montana,27,Individual Income Taxes,T40,1177958,,Mountain Region,,
Montana,27,Corporations Net Income Taxes,T41,125003,,Mountain Region,,
Montana,27,Other Taxes,TA5,170964,,Mountain Region,,
Montana,27,Death and Gift Taxes,T50,X,,Mountain Region,,
Montana,27,Documentarty and Stock Transfer Taxes,T51,X,,Mountain Region,,
Montana,27,Severance Taxes,T53,167484,,Mountain Region,,
Montana,27,"Taxes, NEC",T99,3480,,Mountain Region,,
Montana,27,,,,Pop 1053090,Mountain Region,,
,,,,,,,,
Nevada,29,Total Taxes,T00,8624618,,Mountain Region,,
Nevada,29,Property Taxes,T01,300490,,Mountain Region,,
Nevada,29,Sales and Gross Receipts Taxes,TA1,6923284,,Mountain Region,,
Nevada,29,General Sales and Gross Receipts Taxes,T09,4756243,,Mountain Region,,
Nevada,29,Selective Sales and Gross Receipts Taxes,TA2,2167041,,Mountain Region,,
Nevada,29,Alcoholic Beverages Sales Tax,T10,45011,,Mountain Region,,
Nevada,29,Amusements Sales Tax,T11,919642,,Mountain Region,,
Nevada,29,Insurance Premiums Sales Tax,T12,359741,,Mountain Region,,
Nevada,29,Motor Fuels Sales Tax,T13,326425,,Mountain Region,,
Nevada,29,Pari-mutuels Sales Tax,T14,3,,Mountain Region,,
Nevada,29,Public Utilities Sales Tax,T15,24676,,Mountain Region,,
Nevada,29,Tobacco Products Sales Tax,T16,195371,,Mountain Region,,
Nevada,29,Other Selective Sales and Gross Receipts Taxes,T19,296172,,Mountain Region,,
Nevada,29,License Taxes,TA3,666527,,Mountain Region,,
Nevada,29,Alcoholic Beverages License,T20,X,,Mountain Region,,
Nevada,29,Amusements License,T21,85047,,Mountain Region,,
Nevada,29,Corporations in General License,T22,77101,,Mountain Region,,
Nevada,29,Hunting and Fishing License,T23,13447,,Mountain Region,,
Nevada,29,Motor Vehicle License,T24,213455,,Mountain Region,,
Nevada,29,Motor Vehicle Operators License,T25,30521,,Mountain Region,,
Nevada,29,Public Utilities License,T27,X,,Mountain Region,,
Nevada,29,"Occupation and Business License, NEC",T28,242142,,Mountain Region,,
Nevada,29,Other License Taxes,T29,4814,,Mountain Region,,
Nevada,29,Income Taxes,TA4,X,,Mountain Region,,
Nevada,29,Individual Income Taxes,T40,X,,Mountain Region,,
Nevada,29,Corporations Net Income Taxes,T41,X,,Mountain Region,,
Nevada,29,Other Taxes,TA5,734317,,Mountain Region,,
Nevada,29,Death and Gift Taxes,T50,X,,Mountain Region,,
Nevada,29,Documentarty and Stock Transfer Taxes,T51,90479,,Mountain Region,,
Nevada,29,Severance Taxes,T53,68605,,Mountain Region,,
Nevada,29,"Taxes, NEC",T99,575233,,Mountain Region,,
Nevada,29,,,,Pop 2972405,Mountain Region,,
,,,,,,,,
New Mexico,32,Total Taxes,T00,5639433,,Mountain Region,,
New Mexico,32,Property Taxes,T01,81694,,Mountain Region,,
New Mexico,32,Sales and Gross Receipts Taxes,TA1,3069641,,Mountain Region,,
New Mexico,32,General Sales and Gross Receipts Taxes,T09,2258767,,Mountain Region,,
New Mexico,32,Selective Sales and Gross Receipts Taxes,TA2,810874,,Mountain Region,,
New Mexico,32,Alcoholic Beverages Sales Tax,T10,44916,,Mountain Region,,
New Mexico,32,Amusements Sales Tax,T11,77959,,Mountain Region,,
New Mexico,32,Insurance Premiums Sales Tax,T12,163453,,Mountain Region,,
New Mexico,32,Motor Fuels Sales Tax,T13,242627,,Mountain Region,,
New Mexico,32,Pari-mutuels Sales Tax,T14,842,,Mountain Region,,
New Mexico,32,Public Utilities Sales Tax,T15,30633,,Mountain Region,,
New Mexico,32,Tobacco Products Sales Tax,T16,89703,,Mountain Region,,
New Mexico,32,Other Selective Sales and Gross Receipts Taxes,T19,160741,,Mountain Region,,
New Mexico,32,License Taxes,TA3,307671,,Mountain Region,,
New Mexico,32,Alcoholic Beverages License,T20,0,,Mountain Region,,
New Mexico,32,Amusements License,T21,556,,Mountain Region,,
New Mexico,32,Corporations in General License,T22,30013,,Mountain Region,,
New Mexico,32,Hunting and Fishing License,T23,30779,,Mountain Region,,
New Mexico,32,Motor Vehicle License,T24,196303,,Mountain Region,,
New Mexico,32,Motor Vehicle Operators License,T25,5374,,Mountain Region,,
New Mexico,32,Public Utilities License,T27,1438,,Mountain Region,,
New Mexico,32,"Occupation and Business License, NEC",T28,43208,,Mountain Region,,
New Mexico,32,Other License Taxes,T29,0,,Mountain Region,,
New Mexico,32,Income Taxes,TA4,1430644,,Mountain Region,,
New Mexico,32,Individual Income Taxes,T40,1338768,,Mountain Region,,
New Mexico,32,Corporations Net Income Taxes,T41,91876,,Mountain Region,,
New Mexico,32,Other Taxes,TA5,749783,,Mountain Region,,
New Mexico,32,Death and Gift Taxes,T50,1,,Mountain Region,,
New Mexico,32,Documentarty and Stock Transfer Taxes,T51,X,,Mountain Region,,
New Mexico,32,Severance Taxes,T53,749782,,Mountain Region,,
New Mexico,32,"Taxes, NEC",T99,0,,Mountain Region,,
New Mexico,32,,,,Pop 2093395,Mountain Region,,
,,,,,,,,
Utah,45,Total$%Taxes,T00,7832889,,Mountain Region,,
Utah,45,Property$%Taxes,T01,X,,Mountain Region,,
Utah,45,Sales$%and$%Gross$%Receipts$%Taxes,TA1,3530809,,Mountain Region,,
Utah,45,General$%Sales$%and$%Gross$%Receipts$%Taxes,T09,2533961,,Mountain Region,,
Utah,45,Selective$%Sales$%and$%Gross$%Receipts$%Taxes,TA2,996848,,Mountain Region,,
Utah,45,Alcoholic$%Beverages$%Sales$%Tax,T10,50002,,Mountain Region,,
Utah,45,Amusements$%Sales$%Tax,T11,X,,Mountain Region,,
Utah,45,Insurance$%Premiums$%Sales$%Tax,T12,130122,,Mountain Region,,
Utah,45,Motor$%Fuels$%Sales$%Tax,T13,487731,,Mountain Region,,
Utah,45,Pari-mutuels$%Sales$%Tax,T14,X,,Mountain Region,,
Utah,45,Public$%Utilities$%Sales$%Tax,T15,24351,,Mountain Region,,
Utah,45,Tobacco$%Products$%Sales$%Tax,T16,116158,,Mountain Region,,
Utah,45,Other$%Selective$%Sales$%and$%Gross$%Receipts$%Taxes,T19,188484,,Mountain Region,,
Utah,45,License$%Taxes,TA3,321715,,Mountain Region,,
Utah,45,Alcoholic$%Beverages$%License,T20,5900,,Mountain Region,,
Utah,45,Amusements$%License,T21,X,,Mountain Region,,
Utah,45,Corporations$%in$%General$%License,T22,466,,Mountain Region,,
Utah,45,Hunting$%and$%Fishing$%License,T23,30622,,Mountain Region,,
Utah,45,Motor$%Vehicle$%License,T24,203980,,Mountain Region,,
Utah,45,Motor$%Vehicle$%Operators$%License,T25,16602,,Mountain Region,,
Utah,45,Public$%Utilities$%License,T27,X,,Mountain Region,,
Utah,45,"Occupation$%and$%Business$%License,$%NEC",T28,55350,,Mountain Region,,
Utah,45,Other$%License$%Taxes,T29,8795,,Mountain Region,,
Utah,45,Income$%Taxes,TA4,3950776,,Mountain Region,,
Utah,45,Individual$%Income$%Taxes,T40,3621199,,Mountain Region,,
Utah,45,Corporations$%Net$%Income$%Taxes,T41,329577,,Mountain Region,,
Utah,45,Other$%Taxes,TA5,29589,,Mountain Region,,
Utah,45,Death$%and$%Gift$%Taxes,T50,X,,Mountain Region,,
Utah,45,Documentarty$%and$%Stock$%Transfer$%Taxes,T51,X,,Mountain Region,,
